,anger,disgust,fear,happy,sad,surprise,neutral,attention
0,1.5885344173141636,1.3061419494940206e-05,47.95105309432463,5.777225187718358,117.10917563153129,3.915567526905644,773.6584414131762,0.0
1,17.0616156865342,0.004479292730756246,55.93083816651877,181.0440780405528,45.75756234414257,52.07513350051367,598.1262967546741,0.0
2,6.9968892811226695,0.2585595129003287,64.64121829623997,466.6898432561502,8.255835023642929,3.1290212888832363,50.02863386974645,0.0
3,0.20390532445162535,1.3812851484829025e-05,91.86333231627941,127.51462979740609,13.850823789834976,1.0626493638483225,65.50465151667595,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.16830491367727518,5.901410986552946e-05,41.92576706409454,22.013530135154724,0.8151805959641933,32.06014037132263,3.0170124024152756,0.0
6,2.530294993835389,0.0015343722230287476,36.38662912765915,30.639978089331276,7.27542384120368,13.69640759804294,9.469730971439539,0.0
7,15.962456781113001,0.3218799742033993,270.9308009535712,13.808189758919008,37.560991416177686,54.682906650208764,106.73276489874982,0.0
8,9.178443619036491,0.0033336446050162634,11.981868034577177,157.58361348628344,122.06936086544164,1.4982568256784645,597.6851252424149,0.0
9,10.598469256678118,0.001831519008270457,16.503000397220838,380.66825645731444,61.79702528702631,2.5619087856365264,477.8695057900648,0.0
10,12.177613403748305,0.001560259032120801,19.237682119658736,230.60126840163718,26.555887220975496,1.0584389469981033,710.3675632654428,0.0
11,19.143719766401492,0.0042389071140366405,15.622579699532006,307.79210012243203,21.209314774999825,0.6300180722050381,635.598043866697,0.0
12,6.5815002108207254,0.003452748364152922,15.228229539271316,337.27717139958094,16.395023242430337,0.523675212476407,623.990957653066,0.0
13,7.080999568141028,0.0002375620239228627,8.813984868680954,437.5429694085822,17.2532355300522,1.0895905066394866,528.2189978679567,0.0
14,40.98732683652649,0.0007880351431215106,8.22336242601856,579.5315050006794,52.23362764832641,3.469275250488262,315.5541288623339,0.0
15,15.636563730435608,0.002053526349976242,94.34655263208103,711.4900692260479,38.96223901005439,52.050232005424846,87.51228175355384,0.0
16,6.6162087756020185,0.0008131041724628416,83.54603974957705,752.0471921337135,47.95356029915645,85.9475517636585,23.88863148109303,0.0
17,1.1752718533239361,0.0004634831497669739,0.6127753199887691,170.4913542518862,14.592735297425952,0.12217009548189509,13.005229290113308,0.0
18,0.010052165809674515,3.088688900652139e-06,11.568273153307446,351.5490525782059,0.12586432522203733,0.12707579171982752,36.61967355092271,0.0
19,0.12663168975520211,0.0004475278404597465,15.039849063941162,479.01345520019015,0.22138247790895904,4.970225844595421,0.6280062933497443,0.0
20,0.09801761492718668,1.2373994985112895e-05,2.0193077219121616,88.13463363736349,9.754807235121177,0.004426679897988286,99.9888025052781,0.0
21,23.459372995245012,0.0006823401939019208,16.33267933046766,195.87209404411348,31.940405088228772,1.0716741487154975,531.3230955605737,0.0
22,6.361195069735231,0.0012741360904317948,8.550961714317205,756.466823749372,2.0160240141085985,7.467914208725009,19.13580385525839,0.0
23,12.739905749591758,0.017119542159198083,120.70872624685511,61.55456650242854,14.355184176631992,3.768305171666979,186.85618869320643,0.0
24,0.3295344882644713,2.435614297052746e-09,58.30561742186546,0.8592244237661362,118.76342594623566,3.651483723660931,118.0907130241394,0.0
25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,6.091948383086935,3.2956738054826476e-06,4.4790563377942885,1.7917594091685887,4.782056611294092,0.3389051479342482,532.5162639185598,0.0
43,16.489256354270864,1.610454510207876e-05,39.85770000928096,55.26408252721477,8.436794881033098,14.37233388667457,565.5798225842858,0.0
44,33.22418457322462,4.091286903209993e-05,86.50674927148239,1.8145961975833724,22.887471575187302,17.564263046478487,838.002705164105,0.0
45,19.968373044604455,7.306989685417721e-06,51.088983396387576,0.6876596211086489,12.901058919049762,31.102731281304678,734.2511872022804,0.0
46,19.425132157841873,3.4162134199178776e-06,41.67149409305129,0.26051915158422634,13.845177115165486,15.020470372887539,909.7772306835726,0.0
47,43.07194707697291,1.8795017925596905e-05,53.5186949423303,0.3432657673380773,59.059784617882315,8.107942815037958,785.8983550801318,0.0
48,81.90320679136254,8.457637842364034e-06,58.831525197440506,0.5098997668865067,70.98636791758416,31.68694133761809,156.08204962426075,0.0
49,11.493700928986073,3.6706263846855453e-07,39.67429744079709,0.06633665072399708,26.213199086487293,13.609575691225473,258.94289314746857,0.0
50,40.75458355473486,7.72102394348958e-09,5.184580850036554,0.003034924142769549,25.037672689407614,0.017882386845962394,129.0022463627497,0.0
51,16.57593307679896,0.0005717480314396922,91.49476278743171,0.6478841117995929,60.27584494065346,0.9227295780426871,630.0822878367625,0.0
52,34.503865416492374,1.5981097158872522e-05,46.06680471411207,10.364450843771607,12.136280156665839,512.433162502032,384.49542294505903,0.0
53,17.214761134515804,6.029073050651243e-08,6.440232775523917,0.11922763807873761,16.957757142275646,2.761118081489692,956.506907427742,0.0
54,18.12439278730411,7.684823678332925e-07,17.86625489058102,0.04573851677023358,25.746729577578048,0.9664700082821045,937.2504112663671,0.0
55,7.1703023646169255,1.243529340187424e-06,10.857841771487688,0.030962934445098803,22.03308597004203,0.038714608785523935,959.8690861254041,0.0
56,2.3953079235740327,5.9158039803666894e-08,8.183048831276778,0.01700721148246094,12.747019455172923,0.5301724584896309,976.1274403078125,0.0
57,6.868294993285999,7.79977706779267e-07,27.878192277967532,0.04332400501219963,10.946802138241729,7.167778752193815,947.0956069298983,0.0
58,34.43505086371184,0.005511765604022607,20.710511681120312,5.558833572642414,10.330520946213003,9.48492724540383,919.4746530647037,0.0
59,16.20672579130477,2.2020701757861608e-05,8.059352088033481,2.4192150876838907,5.290360019545724,17.172683534899413,950.8516290316937,0.0
60,13.728360209776438,2.3405670280450586e-05,16.208591818277995,2.532663254725085,14.86519309484217,5.0504528140219405,947.6147225002078,0.0
61,19.75746844917919,6.876016679393881e-05,27.512316292166112,2.0267990962723585,15.600457243284726,1.6711566120155206,933.4317508542385,0.0
62,4.471231805330759,5.3622814541678094e-05,26.058902475287216,72.70814205355505,5.124283808883448,7.742624824704552,883.8947595530603,0.0
63,72.47857619530947,9.01763176871847e-05,24.550695051007754,141.96639117011298,36.86971712519777,548.8386668970429,125.29587519270258,0.0
64,188.8199983504233,0.5379274526247487,2.269901104011351,117.10661026522662,2.5382363345602093,186.48838162014812,2.2389260956424417,0.0
65,284.09916436204895,0.05553405098897305,60.434859134010225,79.15125338411457,3.9550265948270105,212.21226814199926,160.09189934485693,0.0
66,35.27047205309089,5.244255686100517e-05,13.946298434407264,34.867388384214436,9.686313732238183,11.593530191852771,894.6359524512393,0.0
67,21.077635098528653,7.229785005683905e-06,29.926049869141195,19.38766923154235,18.835426373588092,9.536649583492126,901.2365688134319,0.0
68,50.635445464163254,1.6578777065752266e-05,6.545609515755624,3.581033361120744,16.43594011611643,0.43380279001381244,922.3681542999589,0.0
69,50.28881892558512,2.8016808122631165e-05,5.508168403647126,2.1942216864285538,42.55293229493132,0.18506165197509689,899.2707798439823,0.0
70,79.989680657726,9.075028007118828e-05,16.981950721030305,6.026017661660005,32.123538427744826,1.9008061624540153,862.9779261417665,0.0
71,74.89322088821004,0.015527131404925999,160.75941872110565,36.250056095580526,153.3194748645652,35.80034176286385,538.9619873337509,0.0
72,8.069531209481042,4.63434710386582e-06,39.68940525096898,72.75946018890707,6.018996276020004,66.18553605815563,807.277066273999,0.0
73,93.15545848502352,0.0006589622647293449,123.42844232135494,16.773790916399655,24.305559140776563,51.91134072066018,690.4247325433686,0.0
74,39.72067187750946,0.0015463340582813198,9.684678190700904,2.349058721079456,92.1746532753395,0.13750830066579037,855.9318799675733,0.0
75,86.2648047348569,0.0011422878894523545,8.9823464650453,1.8356364173242519,79.74222935844752,0.3285755769943079,822.8452569629566,0.0
76,151.7969956059702,0.003339512230120873,93.15943782680311,4.984093129611159,62.46386338801024,14.672289979275991,672.9199668226636,0.0
77,183.56461749395044,0.0038676839876521305,26.05421146563896,1.8478148120914497,31.0012038086547,1.3215401374569957,706.2067673114253,0.0
78,317.3851830572342,0.0020027131612481487,109.08882779162539,7.485699749041695,31.049172805542625,45.37891681258971,489.6101849315976,0.0
79,42.52351274386437,0.0026618990379929865,191.71075652812314,5.3963322528703515,34.29249621326482,0.8134301060172624,725.2608245775573,0.0
80,158.150101283386,0.0016352597726464948,61.848370951148596,2.78957214828906,41.21060348933564,0.6006381393798184,735.3990984090076,0.0
81,139.73202157962552,0.002502937495339631,268.5672647247979,25.781656961561605,15.029937688741478,96.91553890861383,403.97107930847136,0.0
82,102.83088475591923,0.0005142408835547092,33.45920207783554,22.104024236447323,14.856506664605483,6.806640479953685,719.9422212312121,0.0
83,5.789797339004326,0.0001550993836375623,28.757261381909498,22.31204683329707,7.407298110344761,2.2040351728618544,933.5294059656785,0.0
84,3.4755436178381363,4.5366003447556584e-05,36.647190413561404,23.82848475813274,50.49736471667652,3.8248552598160823,831.7265143674108,0.0
85,58.53598324021631,0.0006175557138920818,54.63330107106069,3.6247782638990764,111.67012209111446,0.5569701558225065,720.9782467011953,0.0
86,59.98982442645804,0.006831872270356494,312.0025039430635,9.690099370097226,263.641951155865,5.2244969381264506,349.4443107150604,0.0
87,51.22621674359466,0.014023619784296585,433.10394986267306,13.458398634014127,202.10896446640572,6.943125274954334,293.14534878079513,0.0
88,123.79620728025581,0.003006281536726961,154.61967263033398,16.21039337932681,35.947555159129315,32.30585983846691,437.11730772573117,0.0
